order_id,order_date,customer_id,total_price
13304,2024-02-07,5944,487.73
14837,2024-08-20,3253,928.09
5482,2023-11-14,3546,685.78
12167,2024-08-08,8823,228.54
12848,2023-11-14,5591,944.88
6606,2024-04-15,8536,386.82
9355,2023-12-24,9995,166.22
5135,2023-11-20,6566,464.03
7319,2024-09-30,1917,748.08
14058,2024-04-05,9851,974.41
4599,2024-07-09,6552,791.07
5814,2024-01-25,623,458.23
13995,2024-04-01,9198,110.03
2339,2024-03-22,9564,879.59
327,2024-02-08,2286,622.32
3134,2024-09-03,1654,971.61
7228,2024-01-15,3086,723.82
14350,2024-04-03,9389,139.79
5177,2024-01-28,3480,873.10
7399,2024-07-31,5426,35.16
2311,2024-09-08,3405,644.95
3794,2024-06-04,1047,793.91
2973,2024-04-05,9587,439.50
5848,2024-07-08,1312,710.99
10284,2024-10-09,1889,845.49
10102,2024-10-18,4846,714.15
9614,2023-12-28,9646,938.34
7853,2024-03-28,8814,80.33
11068,2024-03-04,2748,871.94
8727,2023-11-30,6452,458.62
8707,2024-02-29,7902,714.42
10390,2024-09-03,2530,583.19
12466,2024-08-14,625,724.06
1046,2024-04-12,6827,871.10
11460,2023-12-28,9681,999.24
13993,2023-11-09,4685,227.35
401,2024-08-13,1226,345.94
14755,2024-02-06,1386,544.75
14238,2024-06-28,4800,700.24
13783,2024-06-03,2604,922.57
1648,2024-02-15,4080,415.32
3217,2024-11-01,9197,248.61
3796,2024-07-29,9484,920.86
2878,2024-01-16,9008,510.55
4772,2023-11-09,4345,96.30
2636,2024-09-14,8097,947.89
3138,2023-12-17,9626,853.41
5540,2024-03-08,4134,596.82
196,2024-02-18,3484,950.76
13368,2024-02-01,549,845.50
4968,2024-02-16,2784,792.98
12931,2023-12-10,9385,253.91
6530,2024-09-05,2298,963.12
3441,2024-08-31,3565,999.09
2819,2024-05-22,1476,770.54
12087,2024-03-26,1273,833.01
4459,2024-11-02,9260,413.03
7489,2023-11-06,1428,566.34
6230,2024-03-01,1193,107.50
10439,2023-12-11,6574,985.22
7715,2024-04-19,4591,921.14
408,2023-12-26,5481,251.99
641,2024-10-13,5270,997.77
550,2023-12-31,376,117.62
13534,2024-01-26,5279,653.17
14375,2024-06-09,8727,344.09
6020,2023-12-30,1029,119.67
4237,2023-11-08,2424,63.74
12907,2023-11-27,4474,906.97
14560,2024-04-03,6675,35.74
12057,2023-11-23,3026,77.34
9730,2024-04-14,2362,955.23
648,2024-04-12,7533,771.42
5466,2024-06-08,3161,491.31
9030,2023-11-23,6564,757.68
14582,2023-11-06,8414,983.83
2245,2024-08-03,6132,944.53
2858,2024-06-18,2489,293.67
11046,2024-06-17,7630,841.68
8100,2024-03-06,7862,669.31
4957,2024-07-08,5013,276.72
2533,2024-03-10,947,790.14
1727,2024-03-23,4886,629.47
13492,2024-01-19,2785,652.59
7752,2024-04-13,2235,944.71
9990,2024-08-12,5066,899.19
11241,2024-07-10,6645,966.61
12372,2024-08-11,4530,492.04
4522,2024-01-30,3280,119.04
4789,2024-01-12,8477,448.96
491,2024-01-27,7898,82.97
9088,2024-06-22,5476,393.27
9099,2023-11-21,9364,304.19
10917,2024-06-05,1370,741.05
2232,2024-02-07,4214,454.32
10234,2024-01-24,4583,553.35
12045,2024-01-25,4079,549.43
8177,2024-03-07,8327,560.13
1891,2024-06-10,2296,193.49
6448,2024-01-10,835,144.68
9173,2023-12-12,5570,934.57
9243,2024-02-01,5248,623.36
9139,2023-11-14,7418,973.56
3970,2024-10-10,8810,92.58
12118,2024-10-05,1903,398.86
9807,2024-05-02,6385,295.21
4299,2024-10-03,2236,32.82
14091,2024-02-07,7653,950.73
235,2024-04-25,8757,67.76
2053,2024-08-25,7373,190.33
12679,2023-12-19,3879,435.27
8027,2024-09-30,1073,95.40
12059,2023-11-12,4751,494.64
10745,2024-03-29,8848,829.15
12212,2024-05-05,7302,996.07
1701,2024-10-17,168,363.61
11402,2024-03-16,1418,298.66
9780,2023-12-21,4287,402.10
1465,2024-07-05,374,258.54
13764,2024-07-27,5866,610.75
13704,2024-03-03,8096,292.30
10280,2024-04-19,6564,562.70
3504,2024-09-24,9695,419.55
14893,2024-09-26,2086,779.18
13974,2023-12-19,9078,406.30
10848,2024-02-14,793,74.79
3480,2024-04-25,4106,281.02
11778,2024-09-27,8319,997.92
13767,2024-05-15,4978,451.07
3168,2024-06-22,5977,434.33
8301,2024-07-26,7956,83.19
9783,2024-07-06,591,685.72
6077,2024-04-15,6838,29.60
3667,2024-08-18,4780,921.81
4112,2024-06-18,6255,306.44
6240,2024-04-11,7507,204.15
73,2024-08-29,4202,892.69
7019,2024-01-21,2945,66.63
7301,2023-12-24,4261,76.79
1686,2023-12-15,4509,438.36
9179,2024-08-02,8822,724.06
13881,2024-04-23,5828,939.80
11071,2024-07-11,6349,471.69
14528,2024-10-25,9084,266.73
3355,2024-10-17,4227,564.12
5915,2024-01-21,6696,292.23
275,2024-01-17,4137,531.50
11960,2024-10-18,4667,103.87
6205,2024-03-21,6421,889.87
8386,2024-08-04,4777,973.10
11955,2024-05-04,2178,58.26
8883,2024-01-28,9148,646.77
10438,2024-02-24,3652,671.62
7619,2024-04-11,8161,267.26
500,2024-08-17,8341,73.13
7198,2024-02-11,7070,57.14
7023,2024-09-06,2768,541.66
5660,2024-06-29,1133,28.56
13674,2024-02-16,1169,36.26
4188,2023-11-19,1137,332.27
14319,2024-10-04,4342,297.23
14267,2024-04-20,1122,885.71
6751,2024-04-28,8443,882.84
12054,2023-12-29,3361,102.48
9465,2024-10-10,5678,24.58
3029,2024-07-19,7284,664.86
798,2024-10-08,3293,827.36
6325,2024-01-02,9048,548.07
2074,2024-03-17,5566,102.35
13526,2024-09-20,6604,450.84
5226,2024-04-12,5699,320.63
10182,2024-04-14,7815,292.74
1732,2023-12-14,7985,914.01
1595,2024-10-31,1847,494.85
1660,2024-02-04,6503,372.86
6204,2024-04-07,676,549.02
195,2024-03-14,6236,821.41
9773,2024-10-29,2601,128.81
5083,2024-08-14,6701,226.17
9705,2024-03-06,9433,526.31
7605,2024-10-24,4840,565.55
10406,2024-09-13,8839,68.84
6232,2024-04-30,5133,524.40
10205,2024-04-19,6102,641.16
9342,2023-12-01,6809,345.35
7299,2023-12-02,8639,439.62
246,2024-07-25,6824,179.11
5189,2024-05-24,2220,24.44
5854,2024-09-12,1356,483.56
5029,2023-11-23,4197,912.06
8809,2023-12-15,9783,366.93
8656,2024-01-04,8779,737.66
11589,2024-10-01,4046,224.30
483,2024-08-11,3240,556.46
1417,2024-07-25,1161,692.27
3529,2024-07-29,2268,64.31
10217,2024-05-11,6815,820.38
1401,2024-06-01,2836,445.58
14780,2024-07-26,4330,941.55
14491,2024-05-15,4032,987.83
9960,2024-08-01,697,909.90
14323,2024-09-28,7813,986.83
932,2024-01-01,1763,458.15
8458,2024-04-22,7890,822.36
7823,2024-03-09,9261,440.72
8393,2024-08-03,2820,105.38
7984,2024-02-04,4105,175.47
3478,2024-02-02,1104,953.38
3485,2024-05-29,1540,144.47
1683,2024-08-11,8043,173.84
404,2024-03-17,8556,843.03
10250,2024-11-02,5435,49.41
4970,2024-04-22,4970,476.72
13791,2024-10-31,9188,405.01
3985,2024-09-12,9600,670.09
4915,2024-05-11,3230,767.83
10082,2024-03-21,6140,92.03
8322,2024-08-22,5039,273.68
4762,2024-05-26,4743,849.85
9180,2024-03-26,4499,787.86
606,2024-06-07,9309,923.72
4856,2024-09-08,4590,888.60
3256,2024-02-21,9409,152.66
4776,2024-09-14,3805,721.28
1410,2024-01-03,6787,892.62
1657,2023-12-01,578,854.44
9541,2024-05-23,4549,340.95
2573,2024-10-14,7210,565.68
255,2024-09-19,6305,413.43
5927,2024-08-04,3691,768.11
12666,2024-02-18,5653,468.79
7180,2023-12-11,2957,987.45
10435,2024-03-05,3259,908.44
12448,2024-02-29,7939,213.64
5592,2023-12-22,951,135.48
5344,2024-05-21,3879,59.44
10345,2024-05-23,3446,217.59
11093,2024-09-04,964,937.96
4829,2024-01-03,6456,476.04
121,2023-11-07,4774,883.89
10372,2024-03-01,6852,907.87
7790,2024-01-12,2122,283.85
857,2023-12-08,2104,36.94
7895,2024-07-23,2928,767.12
3907,2024-04-30,3042,998.53
3453,2024-02-08,5723,240.36
14704,2024-05-03,9310,655.69
4420,2024-05-06,6044,543.42
9516,2024-05-15,8267,205.42
5622,2024-02-03,7527,507.24
12141,2024-04-25,9036,438.76
8999,2024-02-26,3959,305.09
13721,2024-10-29,4511,684.36
13107,2024-10-27,1658,189.00
4987,2024-02-23,423,181.19
8320,2024-07-04,5487,664.03
784,2023-12-22,9073,133.01
11403,2024-02-20,6774,65.40
11821,2024-05-04,4185,966.03
4469,2024-01-11,6845,225.32
6492,2024-01-03,2087,669.57
13155,2024-06-22,6272,737.90
10687,2024-03-12,2500,509.70
11378,2024-08-20,64,49.48
6374,2024-08-23,9964,520.70
5257,2024-02-22,139,676.87
8660,2024-07-11,3427,456.86
9536,2024-08-14,6247,712.64
4534,2024-07-15,3633,607.74
50,2024-07-21,6894,695.19
8142,2024-02-12,7671,76.69
13282,2024-01-04,3167,842.77
6616,2023-11-10,8594,797.63
4510,2023-12-25,3321,792.10
14833,2024-03-28,911,293.07
278,2024-06-17,2534,530.99
9091,2024-10-20,2295,380.26
3282,2023-11-17,1470,351.74
6511,2024-09-04,3898,468.45
4412,2024-08-17,966,523.27
7604,2024-05-09,1365,917.43
2693,2024-06-17,2325,145.70
2192,2024-08-28,5451,475.27
13113,2024-02-23,3960,369.54
13589,2024-01-08,1011,614.53
7906,2024-07-17,3872,571.60
14198,2024-10-25,2215,20.46
5500,2024-05-04,6383,653.79
8500,2024-01-27,8968,641.30
975,2024-10-08,5812,554.30
2094,2024-03-28,1598,560.43
13717,2023-12-20,5055,753.02
10011,2024-09-04,2613,948.23
5931,2024-01-25,4232,433.39
9385,2024-04-06,5497,798.49
1196,2024-11-01,8547,498.37
10772,2024-07-14,7053,40.72
2309,2024-07-26,557,832.71
8427,2024-09-02,9688,673.49
10910,2023-12-18,6690,922.53
2953,2024-02-01,6657,96.75
3077,2024-11-02,3748,893.46
12690,2024-02-24,1933,437.37
2072,2024-02-15,2640,53.64
4342,2024-02-14,9536,900.52
13872,2024-05-25,4430,280.20
3859,2024-10-22,2399,314.97
9892,2024-03-16,8220,388.97
7809,2024-01-17,9424,63.41
6963,2024-10-22,534,380.76
13632,2024-01-15,4113,255.02
8918,2024-07-24,2947,420.10
5123,2024-02-20,6384,289.13
2940,2024-05-23,9936,809.09
13403,2024-05-15,1353,56.66
10827,2023-11-08,9276,809.72
5646,2023-11-10,8995,888.17
9149,2024-07-13,216,622.50
12082,2024-05-13,2853,279.44
13690,2023-11-23,1445,617.66
5614,2024-10-31,8268,163.57
12682,2024-01-23,5676,517.38
7737,2024-04-15,3088,92.26
13466,2024-09-09,9927,694.35
7458,2024-10-03,6513,283.48
8769,2024-01-03,6001,963.40
13514,2024-01-25,9150,564.20
6582,2024-08-09,1116,942.49
7584,2024-06-18,9021,309.72
13647,2024-06-08,8150,794.94
9206,2024-09-15,6294,940.43
12962,2024-05-18,1619,804.79
5372,2024-11-02,7069,512.12
5352,2024-06-09,9076,826.68
3996,2024-01-18,4326,640.00
142,2024-09-14,6463,990.41
6617,2024-03-11,4601,811.98
11422,2024-02-20,4356,797.00
4246,2024-08-08,7173,925.67
2441,2024-10-02,4587,581.08
306,2024-01-23,5254,588.22
3950,2024-09-10,3424,951.60
13207,2024-08-25,7291,942.10
40,2024-08-20,5369,463.28
12174,2024-06-07,5458,805.11
5595,2024-09-04,80,419.01
1606,2024-09-20,2669,839.00
752,2024-06-30,837,945.52
580,2024-03-07,5148,928.38
11623,2024-05-13,2565,578.20
6526,2024-08-20,3067,674.87
2411,2024-05-13,1335,947.98
7417,2024-04-15,7172,333.46
3692,2024-08-26,8666,358.70
14294,2024-05-18,2068,930.99
11704,2024-02-24,5558,675.91
8196,2024-08-17,1619,416.10
11697,2024-05-24,1493,784.04
3659,2024-02-25,8291,566.69
4224,2024-07-24,8209,872.81
11762,2024-05-17,598,471.71
307,2024-09-09,8538,142.43
5222,2024-09-18,25,58.87
6131,2024-08-26,6357,645.42
13553,2024-03-17,3815,108.23
1236,2024-07-09,3378,513.89
12049,2024-01-02,4509,79.92
12498,2024-05-27,9177,245.74
154,2024-07-08,9086,528.62
10473,2024-05-06,3903,202.52
9978,2024-08-21,4618,888.96
10415,2023-11-13,7708,580.69
4919,2024-01-01,7997,750.57
9980,2024-05-23,2169,58.31
3994,2023-11-07,5959,880.00
14410,2024-08-25,9124,890.71
1869,2024-06-18,9702,93.04
11030,2024-02-15,9651,319.50
7710,2024-03-23,7222,732.92
372,2023-12-11,6194,696.56
2278,2024-01-03,9578,661.58
1165,2024-08-23,595,930.70
14944,2024-01-06,4239,152.72
5570,2024-09-27,3178,794.58
7616,2024-03-27,7905,584.50
5371,2024-05-04,4017,214.90
8912,2024-10-29,8593,777.46
9928,2023-12-10,4815,388.93
12253,2024-08-16,3349,989.40
187,2024-05-31,1496,817.94
1455,2023-11-22,4490,579.57
13405,2023-11-19,3541,754.34
12450,2024-05-22,2169,418.16
3830,2024-02-16,2531,80.45
5609,2024-09-22,6744,718.90
4730,2023-12-28,8123,850.80
14568,2024-01-17,2171,233.86
2745,2024-05-30,2759,585.95
6087,2023-11-10,9737,592.30
794,2023-11-30,308,493.38
14969,2023-12-23,8611,517.07
8790,2024-02-14,9970,425.70
9296,2023-11-23,8920,805.14
14849,2024-05-15,8301,358.70
7678,2024-04-23,7549,965.69
2132,2024-07-08,3028,74.91
6974,2024-07-07,3141,961.14
11394,2024-10-17,3088,120.23
6721,2023-12-04,6588,76.69
3033,2024-10-15,4703,853.13
9544,2024-08-13,1302,598.57
36,2024-03-24,402,411.69
8194,2024-05-09,2904,993.09
10633,2024-10-22,1674,505.59
4811,2024-02-29,6736,548.48
663,2024-10-09,782,271.69
11640,2023-12-01,6036,32.55
693,2024-06-15,8468,332.11
359,2024-04-17,546,136.46
11412,2024-03-24,4826,160.40
558,2024-10-10,4971,284.07
7836,2024-09-01,336,857.60
3554,2024-09-22,8299,739.50
8451,2024-10-26,9580,932.64
14790,2024-06-17,1541,944.32
11969,2024-06-10,8549,211.82
132,2024-09-27,4460,891.77
7962,2024-02-16,7773,956.85
11106,2024-03-11,8441,873.16
15000,2024-01-08,9490,898.16
10242,2024-07-04,5587,735.05
4407,2024-03-28,9230,567.11
4604,2024-07-02,7209,509.04
4871,2024-04-11,9522,64.37
6318,2024-02-04,2599,268.91
12547,2023-12-15,1700,592.23
11523,2024-04-07,7246,750.22
10877,2024-10-26,3175,236.77
846,2024-04-14,2857,593.59
13939,2024-06-09,8737,371.53
4022,2024-02-15,5693,630.56
14299,2024-07-11,5955,665.27
11714,2023-12-10,6267,227.85
4607,2023-12-08,3446,728.86
2678,2024-07-06,5540,59.99
13604,2024-04-22,8480,842.96
11887,2024-08-29,9342,905.07
11910,2024-04-30,3877,910.97
4817,2024-03-10,6836,71.32
7082,2024-07-08,5714,557.04
12090,2024-05-16,1609,719.63
3874,2024-10-01,6052,516.86
7391,2024-08-18,455,529.33
2898,2024-02-05,7313,883.68
10266,2024-06-03,5340,228.84
2231,2024-05-02,6041,597.50
12191,2024-06-15,8397,866.12
7437,2024-03-04,9181,818.78
11964,2024-06-29,9449,380.08
630,2024-08-23,9650,184.22
4529,2024-07-10,8735,477.11
14050,2024-10-27,4845,141.21
11139,2023-12-23,6296,389.71
10525,2024-09-14,1284,95.12
5902,2024-06-15,8854,576.34
6575,2024-06-26,8329,501.63
7841,2024-02-10,9661,163.91
11576,2024-04-05,9082,641.06
14307,2024-08-20,9289,586.11
3072,2023-12-05,1298,713.13
2610,2024-01-31,9171,988.95
6849,2024-03-28,3314,634.27
2552,2024-01-07,5796,227.42
8956,2024-04-22,9704,952.07
8069,2024-04-20,9594,270.98
3776,2024-05-20,3937,755.70
9015,2024-09-04,5072,764.63
9719,2024-05-17,8437,937.86
1321,2024-05-19,4808,699.66
5651,2024-07-08,3833,349.39
4273,2024-09-19,7488,655.06
10094,2024-10-11,5114,806.73
13518,2024-02-18,9160,291.22
9539,2023-12-01,1461,125.43
9119,2024-09-17,9408,264.11
7063,2024-10-15,1463,571.22
14430,2024-09-01,8330,903.23
7225,2024-08-19,8363,381.94
2866,2024-01-10,8591,685.68
1617,2023-11-17,3323,743.46
4455,2024-03-23,506,914.62
7351,2024-11-04,2187,731.00
7346,2023-12-29,4675,877.44
1754,2023-11-26,7365,948.12
10808,2024-06-02,1555,751.53
14946,2024-04-14,5250,170.67
396,2024-10-29,8434,160.77
8562,2024-03-18,3149,737.04
13218,2024-07-19,3833,460.28
2359,2024-07-19,5432,697.66
11233,2024-09-16,7093,310.97
9759,2024-05-23,3402,676.70
11264,2024-02-14,2496,540.44
5615,2024-02-02,2447,45.19
4308,2024-08-26,9407,45.22
4617,2024-08-05,6071,872.58
1015,2024-02-02,3897,618.46
4739,2024-07-17,2716,967.60
2387,2023-11-22,3337,60.65
434,2024-04-09,6712,420.30
3154,2023-12-02,4283,448.33
12056,2024-03-06,1811,71.99
2013,2024-02-23,2972,187.75
2168,2024-08-19,1530,653.62
4372,2024-07-01,3335,146.96
7592,2024-03-30,4967,777.16
226,2024-06-05,5417,331.45
5883,2024-06-03,4781,63.97
3522,2023-11-17,7275,756.19
11535,2024-01-13,3597,310.75
7230,2024-07-15,5614,629.07
10909,2023-11-12,5308,454.47
2863,2024-10-19,9835,855.34
127,2024-09-03,7615,227.64
1310,2024-08-21,1638,729.63
7819,2023-12-28,1892,992.92
988,2024-01-26,9623,216.07
12738,2023-12-24,9018,932.94
4878,2024-10-01,7157,241.75
10405,2024-05-22,599,852.44
7585,2024-02-03,6470,694.22
4984,2023-11-05,2343,611.94
9808,2024-04-10,2547,560.29
12864,2024-05-27,31,767.41
10030,2024-08-28,3426,741.85
11738,2024-10-18,6092,611.91
5721,2024-01-08,4681,687.03
8169,2024-06-09,19,716.13
13359,2024-02-13,5272,149.37
12159,2024-06-21,8059,702.53
10332,2024-10-14,9491,979.01
10218,2024-07-18,3947,574.23
13637,2023-11-29,1721,662.59
10888,2023-12-31,2269,508.66
8236,2024-10-10,2485,213.88
778,2024-08-10,3751,672.15
6560,2024-06-20,1864,545.34
10191,2023-11-18,839,204.08
12194,2023-11-24,5572,610.83
7731,2024-09-29,169,291.90
5327,2024-08-23,9285,242.60
4833,2024-01-12,7427,360.05
14509,2024-06-11,6287,344.60
4911,2024-09-01,6402,439.59
3123,2024-06-16,3384,579.06
6666,2024-08-27,3372,531.65
4940,2024-04-15,3227,101.89
2005,2024-02-02,3102,536.58
965,2024-05-04,7580,699.62
4931,2024-02-23,6895,390.56
12333,2024-10-08,6454,164.48
14083,2024-07-14,3019,612.65
5259,2024-03-25,9519,381.25
14004,2024-05-05,1539,685.74
5116,2024-04-18,776,995.96
7599,2024-07-29,813,790.01
10742,2024-05-22,2610,620.89
8300,2024-04-18,4204,467.16
11490,2024-06-23,794,437.69
12617,2024-09-07,7255,879.89
7765,2023-12-05,5103,295.24
10080,2024-06-12,3626,687.37
8370,2024-07-08,6335,596.24
3527,2023-11-16,2232,576.48
381,2023-12-07,5868,846.04
4131,2023-12-21,1656,891.38
3349,2024-02-17,7761,770.19
1841,2024-08-01,3895,384.53
14202,2024-09-29,3909,870.48
9461,2024-02-11,1394,943.38
7159,2023-11-17,9816,945.92
11723,2023-12-17,1252,100.08
6847,2024-08-20,5545,135.40
12795,2024-03-31,4792,491.38
14621,2024-07-10,8529,666.37
967,2024-06-15,3193,88.95
14931,2024-04-02,4334,156.40
3244,2024-03-02,472,182.80
7539,2024-02-26,9024,83.99
3880,2024-04-02,8972,40.69
5707,2024-02-11,6476,782.57
8768,2024-10-08,904,101.41
10929,2024-05-02,9316,833.44
8617,2024-10-22,9733,386.24
10272,2024-06-09,3485,398.71
6290,2024-05-03,6839,470.58
3719,2024-01-31,6173,133.69
13957,2023-11-24,5887,299.62
10304,2024-06-18,8617,404.18
12611,2024-08-25,451,558.67
9623,2023-11-21,7008,528.85
4505,2023-11-23,8427,857.86
11748,2024-03-03,5391,806.05
12015,2024-11-03,7171,833.71
492,2023-11-29,5234,658.80
4004,2024-04-23,5281,633.88
12064,2024-06-24,6,778.15
7330,2023-12-22,6826,515.87
3425,2024-07-04,9520,800.42
12514,2024-07-11,3027,796.80
7900,2024-06-11,8421,753.14
4008,2024-10-08,9968,127.96
10626,2024-09-17,4244,823.78
1907,2023-12-20,1217,365.09
6572,2023-11-13,4327,934.29
3947,2024-04-13,7605,856.32
2047,2024-08-12,4199,510.30
11262,2024-05-17,246,901.47
2930,2023-12-22,8913,928.08
9809,2024-03-10,1916,193.25
14814,2023-11-10,541,621.48
7239,2024-03-29,8015,257.76
7736,2024-09-30,6635,731.73
158,2024-06-17,5931,919.25
5770,2024-08-26,1192,239.15
8752,2024-01-22,1112,712.46
12969,2024-10-10,1765,574.03
8466,2023-12-22,4112,421.71
14614,2024-01-05,787,882.72
1427,2024-04-10,7059,833.02
3406,2024-06-19,6519,643.86
3333,2024-07-25,9934,136.24
702,2024-06-12,2598,96.31
8123,2024-08-16,8271,921.13
3042,2024-01-10,1046,786.48
4501,2023-12-07,708,201.96
7663,2024-05-01,4511,629.04
9363,2024-09-14,7326,817.58
7383,2023-12-12,6420,635.63
7575,2024-08-24,1959,458.59
12284,2024-09-13,1506,135.80
6942,2024-06-08,8701,542.19
2824,2024-01-14,8003,725.08
6646,2024-04-11,393,905.91
2854,2024-03-01,7787,98.64
10756,2024-09-22,2555,63.23
4266,2024-09-12,2393,124.17
2783,2024-07-21,188,202.22
9262,2023-12-05,5356,67.08
533,2024-10-14,6057,941.56
4844,2024-07-21,7273,425.68
14304,2024-10-02,263,306.78
288,2024-03-03,8787,415.89
12261,2024-04-27,9650,372.55
12172,2024-10-09,1727,251.37
6396,2024-03-06,7355,811.06
3778,2024-02-15,2673,531.13
14740,2024-09-08,3055,332.68
8770,2023-12-08,8176,850.34
2847,2024-03-20,2541,979.83
6704,2024-02-13,2917,497.50
7365,2024-08-23,1650,561.10
4325,2024-02-06,6615,668.23
3574,2024-02-20,3482,799.02
10941,2024-02-28,69,59.40
12528,2024-08-19,5195,39.25
1757,2024-04-05,5335,491.22
2412,2023-11-09,2705,730.59
11485,2024-09-10,1448,620.59
8201,2024-06-11,724,709.32
3008,2023-12-24,3035,940.26
5326,2024-09-25,5791,88.22
13283,2024-04-05,3792,520.18
5971,2024-03-10,1020,508.93
11137,2024-05-02,1596,465.51
2329,2024-05-20,741,773.37
9529,2024-05-03,3498,981.33
5023,2024-01-08,1407,518.49
3531,2024-05-10,7492,751.58
1758,2024-10-31,1909,698.03
3513,2024-05-27,4200,114.18
9863,2024-10-14,2050,365.06
3661,2024-01-19,9311,370.84
5158,2024-01-24,4461,98.78
1466,2024-05-11,4932,490.44
5623,2024-07-21,4874,235.56
5399,2024-04-04,7097,834.73
2871,2024-06-18,5042,292.79
2373,2024-10-13,1565,29.61
7224,2024-09-26,8825,873.85
7761,2024-05-15,7455,494.60
328,2023-12-12,3083,716.16
14021,2024-02-06,1600,233.85
9456,2024-03-03,4272,485.08
6929,2024-07-26,179,558.59
7213,2024-01-06,9297,950.62
14910,2024-04-25,4827,151.93
9419,2024-04-10,6507,411.31
5571,2024-06-13,2985,768.72
3819,2024-08-08,4175,739.42
3827,2023-12-01,7005,205.93
9752,2024-08-30,2208,916.53
13745,2024-10-19,1144,189.96
10061,2024-03-06,2952,146.27
8436,2023-12-28,7242,126.09
5851,2024-08-16,4875,225.37
13477,2024-02-18,1728,789.89
14219,2024-04-19,3147,913.15
8038,2024-02-14,9871,599.10
9142,2024-10-23,3558,951.52
13675,2023-11-22,7916,402.51
203,2023-11-22,8317,239.17
13815,2024-02-02,1193,35.04
10673,2023-12-04,4101,479.13
9360,2024-02-06,6199,97.96
10430,2024-03-04,3002,331.55
6430,2023-12-22,460,618.69
8498,2024-03-01,6495,915.43
8051,2023-12-29,5330,257.40
13482,2023-11-08,3582,852.24
4484,2024-08-30,3055,327.56
14137,2024-05-18,4337,502.25
14291,2023-11-24,8067,931.41
8954,2023-12-03,2324,172.69
12423,2024-10-11,9166,748.91
